date,value
"2000-10	",0.794701987
"2001-10	",-0.131406045
"2002-10	",0
2003-10,0.131578947
"2004-10	",1.708278581
"2005-10	",0.775193798
"2006-10	",3.717948718
"2007-10	",6.180469716
"2008-10	",3.376018626
"2009-10	",0.337837838
"2010-10	",1.459034792
"2011-10	",3.097345133
"2012-10	",2.575107296
"2013-10	",1.882845188
"2014-10	",1.642710472
"2015-10	",1.414141414
"2016-10	",2.19123506
"2017-10	",3.801169591
"2018-10	",5.164319249
"2019-10	",3.928571429
