date,value
2000-12,1.482547864
2001-12,2.0345847
2002-12,1.300706411
2003-12,1.08011757
2004-12,1.727119434
2005-12,1.442936554
2006-12,1.597685532
2007-12,2.303411822
2008-12,2.639155084
2009-12,0.301263146
2010-12,1.184706689
2011-12,2.10881251
2012-12,1.925923692
2013-12,1.529252518
2014-12,0.931560637
2015-12,0.569987369
2016-12,0.483377633
2017-12,1.459824782
2018-12,1.740330046
2019-12,1.454867147
